group,scene,run_id,variant,iteration,lambda,feat_dim,mlp_quant,psnr,ssim,lpips,total_mb,anchors_trained,anchors_coded,metric_type,metric_value,notes,source,method_rank
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,26.5778,0.7584,0.2765,10.4206,,378897,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,22.481398557361803,0.8356074235941234,0.2200336958232679,8.3811,,280672,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,22.4837,0.8357,0.22,8.222,,280672,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,22.494976495441637,0.8333001528915606,0.22401797300890872,6.9195,,272653,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,22.4747,0.8326,0.224,6.7568,,272653,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,25.933749675750732,0.8881524838507175,0.17217998066917062,10.0664,,370950,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,25.9321,0.8882,0.1722,9.9022,,370950,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,25.939057409763336,0.8870338965207338,0.17599129304289818,7.8927,,329639,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,25.9391,0.887,0.176,7.7319,,329639,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py,
survey,1-23,survey_HAC++_1-23,HAC++,,,,,26.421,0.860,0.173,19.976,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,1-42,survey_HAC++_1-42,HAC++,,,,,27.824,0.831,0.231,7.218,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,1-71,survey_HAC++_1-71,HAC++,,,,,28.961,0.895,0.144,15.226,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,1-73,survey_HAC++_1-73,HAC++,,,,,28.340,0.880,0.150,17.702,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,1-78,survey_HAC++_1-78,HAC++,,,,,27.140,0.865,0.175,17.227,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,1-100,survey_HAC++_1-100,HAC++,,,,,28.998,0.912,0.118,16.787,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,2-6,survey_HAC++_2-6,HAC++,,,,,28.508,0.893,0.119,21.032,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,2-8,survey_HAC++_2-8,HAC++,,,,,28.489,0.849,0.292,8.522,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,3-7,survey_HAC++_3-7,HAC++,,,,,28.772,0.860,0.187,17.473,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,3-11,survey_HAC++_3-11,HAC++,,,,,27.757,0.852,0.196,14.001,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,4-10,survey_HAC++_4-10,HAC++,,,,,28.756,0.865,0.186,17.419,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,4-25,survey_HAC++_4-25,HAC++,,,,,27.471,0.930,0.099,19.513,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,4-28,survey_HAC++_4-28,HAC++,,,,,28.311,0.890,0.293,6.946,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,5-6,survey_HAC++_5-6,HAC++,,,,,27.981,0.915,0.136,20.859,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,5-13,survey_HAC++_5-13,HAC++,,,,,30.128,0.923,0.124,15.245,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,6-7,survey_HAC++_6-7,HAC++,,,,,31.520,0.947,0.087,6.695,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,6-22,survey_HAC++_6-22,HAC++,,,,,32.732,0.955,0.059,17.582,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,6-26,survey_HAC++_6-26,HAC++,,,,,28.424,0.886,0.160,19.829,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,6-31,survey_HAC++_6-31,HAC++,,,,,27.870,0.872,0.152,21.325,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,6-44,survey_HAC++_6-44,HAC++,,,,,27.705,0.900,0.123,16.324,,,render_metrics,,3DGS compression survey table,allMothod,2.500
survey,1-23,survey_PC-GS_1-23,PC-GS,,,,,24.245,0.757,0.298,13.737,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,1-42,survey_PC-GS_1-42,PC-GS,,,,,25.791,0.748,0.353,4.891,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,1-71,survey_PC-GS_1-71,PC-GS,,,,,26.997,0.836,0.247,11.044,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,1-73,survey_PC-GS_1-73,PC-GS,,,,,26.345,0.812,0.259,12.175,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,1-78,survey_PC-GS_1-78,PC-GS,,,,,23.092,0.739,0.322,12.033,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,1-100,survey_PC-GS_1-100,PC-GS,,,,,26.335,0.838,0.237,11.549,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,2-6,survey_PC-GS_2-6,PC-GS,,,,,26.259,0.823,0.221,15.133,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,2-8,survey_PC-GS_2-8,PC-GS,,,,,27.289,0.843,0.315,5.981,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,3-7,survey_PC-GS_3-7,PC-GS,,,,,26.971,0.788,0.296,12.161,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,3-11,survey_PC-GS_3-11,PC-GS,,,,,25.859,0.767,0.303,9.326,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,4-10,survey_PC-GS_4-10,PC-GS,,,,,26.363,0.760,0.320,11.840,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,4-25,survey_PC-GS_4-25,PC-GS,,,,,25.070,0.854,0.206,14.998,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,4-28,survey_PC-GS_4-28,PC-GS,,,,,27.324,0.886,0.300,5.040,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,5-6,survey_PC-GS_5-6,PC-GS,,,,,25.119,0.833,0.255,16.771,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,5-13,survey_PC-GS_5-13,PC-GS,,,,,27.945,0.861,0.238,10.661,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,6-7,survey_PC-GS_6-7,PC-GS,,,,,30.195,0.928,0.169,4.724,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,6-22,survey_PC-GS_6-22,PC-GS,,,,,30.132,0.904,0.150,12.965,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,6-26,survey_PC-GS_6-26,PC-GS,,,,,26.156,0.799,0.283,13.790,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,6-31,survey_PC-GS_6-31,PC-GS,,,,,24.630,0.743,0.302,14.730,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,6-44,survey_PC-GS_6-44,PC-GS,,,,,25.763,0.839,0.226,11.387,,,render_metrics,,3DGS compression survey table,allMothod,5.833
survey,1-23,survey_CAT_1-23,CAT,,,,,23.686,0.728,0.275,14.402,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,1-42,survey_CAT_1-42,CAT,,,,,25.694,0.735,0.315,5.037,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,1-71,survey_CAT_1-71,CAT,,,,,26.913,0.828,0.194,11.308,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,1-73,survey_CAT_1-73,CAT,,,,,25.642,0.786,0.220,14.333,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,1-78,survey_CAT_1-78,CAT,,,,,23.404,0.746,0.280,14.350,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,1-100,survey_CAT_1-100,CAT,,,,,26.291,0.830,0.175,13.114,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,2-6,survey_CAT_2-6,CAT,,,,,25.721,0.791,0.183,15.436,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,2-8,survey_CAT_2-8,CAT,,,,,27.268,0.838,0.232,5.879,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,3-7,survey_CAT_3-7,CAT,,,,,26.765,0.770,0.271,12.530,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,3-11,survey_CAT_3-11,CAT,,,,,25.677,0.754,0.264,11.353,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,4-10,survey_CAT_4-10,CAT,,,,,26.293,0.738,0.269,13.082,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,4-25,survey_CAT_4-25,CAT,,,,,23.376,0.782,0.203,13.623,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,4-28,survey_CAT_4-28,CAT,,,,,27.468,0.886,0.184,5.261,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,5-6,survey_CAT_5-6,CAT,,,,,24.542,0.801,0.181,17.670,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,5-13,survey_CAT_5-13,CAT,,,,,27.575,0.840,0.162,10.881,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,6-7,survey_CAT_6-7,CAT,,,,,30.646,0.929,0.081,5.547,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,6-22,survey_CAT_6-22,CAT,,,,,29.760,0.890,0.098,14.817,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,6-26,survey_CAT_6-26,CAT,,,,,25.747,0.774,0.235,14.568,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,6-31,survey_CAT_6-31,CAT,,,,,24.662,0.735,0.251,16.607,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,6-44,survey_CAT_6-44,CAT,,,,,25.699,0.830,0.166,13.550,,,render_metrics,,3DGS compression survey table,allMothod,6.333
survey,1-23,survey_contextgs_1-23,contextgs,,,,,25.082,0.794,0.256,29.602,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-42,survey_contextgs_1-42,contextgs,,,,,27.056,0.802,0.287,10.721,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-71,survey_contextgs_1-71,contextgs,,,,,27.465,0.851,0.228,19.089,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-73,survey_contextgs_1-73,contextgs,,,,,27.239,0.834,0.234,24.362,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-78,survey_contextgs_1-78,contextgs,,,,,24.904,0.800,0.260,29.260,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-100,survey_contextgs_1-100,contextgs,,,,,27.752,0.871,0.196,30.165,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,2-6,survey_contextgs_2-6,contextgs,,,,,27.203,0.851,0.188,26.773,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,2-8,survey_contextgs_2-8,contextgs,,,,,27.634,0.852,0.304,9.615,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,3-7,survey_contextgs_3-7,contextgs,,,,,28.104,0.828,0.249,23.656,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,3-11,survey_contextgs_3-11,contextgs,,,,,26.962,0.811,0.258,18.385,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,4-10,survey_contextgs_4-10,contextgs,,,,,27.387,0.814,0.260,22.572,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,4-25,survey_contextgs_4-25,contextgs,,,,,26.330,0.889,0.166,29.372,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,4-28,survey_contextgs_4-28,contextgs,,,,,27.602,0.894,0.289,8.652,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,5-6,survey_contextgs_5-6,contextgs,,,,,26.488,0.876,0.195,38.089,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,5-13,survey_contextgs_5-13,contextgs,,,,,28.648,0.881,0.215,17.806,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-7,survey_contextgs_6-7,contextgs,,,,,32.224,0.947,0.137,12.997,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-22,survey_contextgs_6-22,contextgs,,,,,30.892,0.917,0.130,22.025,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-26,survey_contextgs_6-26,contextgs,,,,,27.628,0.846,0.233,27.485,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-31,survey_contextgs_6-31,contextgs,,,,,25.407,0.781,0.260,38.916,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-44,survey_contextgs_6-44,contextgs,,,,,27.057,0.874,0.184,23.152,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-23,survey_HAC_1-23,HAC,,,,,24.547,0.769,0.286,25.350,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-42,survey_HAC_1-42,HAC,,,,,26.216,0.766,0.333,8.094,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-71,survey_HAC_1-71,HAC,,,,,27.299,0.843,0.236,19.453,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-73,survey_HAC_1-73,HAC,,,,,26.147,0.808,0.263,22.162,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-78,survey_HAC_1-78,HAC,,,,,24.833,0.793,0.279,21.749,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-100,survey_HAC_1-100,HAC,,,,,26.041,0.835,0.234,21.692,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,2-6,survey_HAC_2-6,HAC,,,,,26.856,0.841,0.201,26.839,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,2-8,survey_HAC_2-8,HAC,,,,,27.644,0.852,0.304,11.471,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,3-7,survey_HAC_3-7,HAC,,,,,27.477,0.803,0.279,21.779,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,3-11,survey_HAC_3-11,HAC,,,,,26.233,0.782,0.288,16.948,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,4-10,survey_HAC_4-10,HAC,,,,,26.940,0.784,0.294,20.873,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,4-25,survey_HAC_4-25,HAC,,,,,25.520,0.867,0.193,23.348,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,4-28,survey_HAC_4-28,HAC,,,,,27.598,0.892,0.292,9.387,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,5-6,survey_HAC_5-6,HAC,,,,,25.552,0.849,0.234,27.089,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,5-13,survey_HAC_5-13,HAC,,,,,28.472,0.875,0.222,18.358,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-7,survey_HAC_6-7,HAC,,,,,30.735,0.934,0.157,8.237,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-22,survey_HAC_6-22,HAC,,,,,30.795,0.915,0.134,23.233,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-26,survey_HAC_6-26,HAC,,,,,26.631,0.815,0.266,23.551,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-31,survey_HAC_6-31,HAC,,,,,25.102,0.762,0.283,26.443,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,6-44,survey_HAC_6-44,HAC,,,,,26.142,0.850,0.213,19.865,,,render_metrics,,3DGS compression survey table,allMothod,6.833
survey,1-23,survey_RDO-gaussian_1-23,RDO-gaussian,,,,,23.617,0.737,0.310,14.056,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,1-42,survey_RDO-gaussian_1-42,RDO-gaussian,,,,,24.851,0.717,0.391,5.413,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,1-71,survey_RDO-gaussian_1-71,RDO-gaussian,,,,,25.606,0.779,0.324,6.653,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,1-73,survey_RDO-gaussian_1-73,RDO-gaussian,,,,,25.019,0.774,0.298,8.611,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,1-78,survey_RDO-gaussian_1-78,RDO-gaussian,,,,,23.908,N/A,0.310,11.242,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,1-100,survey_RDO-gaussian_1-100,RDO-gaussian,,,,,26.099,0.824,0.253,13.383,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,2-6,survey_RDO-gaussian_2-6,RDO-gaussian,,,,,25.137,0.785,0.264,14.721,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,2-8,survey_RDO-gaussian_2-8,RDO-gaussian,,,,,26.034,0.813,0.348,2.728,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,3-7,survey_RDO-gaussian_3-7,RDO-gaussian,,,,,24.857,0.720,0.367,6.012,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,3-11,survey_RDO-gaussian_3-11,RDO-gaussian,,,,,25.062,0.733,0.332,8.510,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,4-10,survey_RDO-gaussian_4-10,RDO-gaussian,,,,,24.683,0.669,0.406,6.356,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,4-25,survey_RDO-gaussian_4-25,RDO-gaussian,,,,,24.471,0.841,0.204,27.043,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,4-28,survey_RDO-gaussian_4-28,RDO-gaussian,,,,,25.424,0.864,0.320,2.975,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,5-6,survey_RDO-gaussian_5-6,RDO-gaussian,,,,,24.734,0.821,0.254,31.878,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,5-13,survey_RDO-gaussian_5-13,RDO-gaussian,,,,,26.465,0.804,0.298,7.562,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,6-7,survey_RDO-gaussian_6-7,RDO-gaussian,,,,,28.492,0.896,0.209,4.634,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,6-22,survey_RDO-gaussian_6-22,RDO-gaussian,,,,,28.205,0.859,0.203,12.535,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,6-26,survey_RDO-gaussian_6-26,RDO-gaussian,,,,,25.113,N/A,0.306,14.842,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,6-31,survey_RDO-gaussian_6-31,RDO-gaussian,,,,,24.250,0.730,0.311,13.389,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,6-44,survey_RDO-gaussian_6-44,RDO-gaussian,,,,,24.528,0.806,0.255,12.260,,,render_metrics,,3DGS compression survey table,allMothod,8.333
survey,1-23,survey_Scaffold-gs_1-23,Scaffold-gs,,,,,25.282,0.813,0.229,287.701,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,1-42,survey_Scaffold-gs_1-42,Scaffold-gs,,,,,28.609,0.865,0.206,253.848,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,1-71,survey_Scaffold-gs_1-71,Scaffold-gs,,,,,27.848,0.867,0.198,254.261,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,1-73,survey_Scaffold-gs_1-73,Scaffold-gs,,,,,27.442,0.848,0.212,275.421,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,1-78,survey_Scaffold-gs_1-78,Scaffold-gs,,,,,24.626,0.805,0.253,286.129,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,1-100,survey_Scaffold-gs_1-100,Scaffold-gs,,,,,28.394,0.889,0.166,287.151,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,2-6,survey_Scaffold-gs_2-6,Scaffold-gs,,,,,27.208,0.859,0.174,250.227,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,2-8,survey_Scaffold-gs_2-8,Scaffold-gs,,,,,27.872,0.862,0.289,144.619,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,3-7,survey_Scaffold-gs_3-7,Scaffold-gs,,,,,27.648,0.836,0.235,247.447,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,3-11,survey_Scaffold-gs_3-11,Scaffold-gs,,,,,27.140,0.827,0.236,194.238,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,4-10,survey_Scaffold-gs_4-10,Scaffold-gs,,,,,27.206,0.829,0.237,202.018,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,4-25,survey_Scaffold-gs_4-25,Scaffold-gs,,,,,26.160,0.893,0.157,235.048,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,4-28,survey_Scaffold-gs_4-28,Scaffold-gs,,,,,27.677,0.898,0.281,132.520,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,5-6,survey_Scaffold-gs_5-6,Scaffold-gs,,,,,26.546,0.885,0.181,303.557,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,5-13,survey_Scaffold-gs_5-13,Scaffold-gs,,,,,28.866,0.891,0.198,174.855,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,6-7,survey_Scaffold-gs_6-7,Scaffold-gs,,,,,33.142,0.956,0.120,182.918,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,6-22,survey_Scaffold-gs_6-22,Scaffold-gs,,,,,31.665,0.934,0.101,227.471,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,6-26,survey_Scaffold-gs_6-26,Scaffold-gs,,,,,27.896,0.866,0.202,255.769,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,6-31,survey_Scaffold-gs_6-31,Scaffold-gs,,,,,25.676,0.801,0.243,319.983,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,6-44,survey_Scaffold-gs_6-44,Scaffold-gs,,,,,26.782,0.878,0.173,225.657,,,render_metrics,,3DGS compression survey table,allMothod,9.167
survey,1-23,survey_compact3d_1-23,compact3d,,,,,23.930,0.752,0.305,28.850,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,1-42,survey_compact3d_1-42,compact3d,,,,,25.731,0.759,0.354,16.710,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,1-71,survey_compact3d_1-71,compact3d,,,,,26.123,0.806,0.296,16.790,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,1-73,survey_compact3d_1-73,compact3d,,,,,25.595,0.795,0.285,20.170,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,1-78,survey_compact3d_1-78,compact3d,,,,,24.268,0.773,0.310,21.480,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,1-100,survey_compact3d_1-100,compact3d,,,,,26.528,0.841,0.242,25.880,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,2-6,survey_compact3d_2-6,compact3d,,,,,25.676,0.808,0.248,33.560,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,2-8,survey_compact3d_2-8,compact3d,,,,,26.797,0.836,0.326,9.290,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,3-7,survey_compact3d_3-7,compact3d,,,,,25.673,0.754,0.341,16.420,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,3-11,survey_compact3d_3-11,compact3d,,,,,25.848,0.771,0.306,22.320,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,4-10,survey_compact3d_4-10,compact3d,,,,,25.533,0.734,0.354,19.950,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,4-25,survey_compact3d_4-25,compact3d,,,,,24.828,0.856,0.206,50.320,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,4-28,survey_compact3d_4-28,compact3d,,,,,25.872,0.879,0.307,8.510,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,5-6,survey_compact3d_5-6,compact3d,,,,,25.239,0.841,0.248,58.440,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,5-13,survey_compact3d_5-13,compact3d,,,,,27.597,0.858,0.247,25.990,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,6-7,survey_compact3d_6-7,compact3d,,,,,30.827,0.933,0.157,17.930,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,6-22,survey_compact3d_6-22,compact3d,,,,,29.208,0.891,0.170,29.810,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,6-26,survey_compact3d_6-26,compact3d,,,,,25.827,0.792,0.299,31.100,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,6-31,survey_compact3d_6-31,compact3d,,,,,24.723,0.748,0.308,26.040,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,6-44,survey_compact3d_6-44,compact3d,,,,,25.088,0.828,0.240,24.820,,,render_metrics,,3DGS compression survey table,allMothod,9.833
survey,1-23,survey_reduced3dgs_1-23,reduced3dgs,,,,,25.349,0.810,0.238,325.088,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,1-42,survey_reduced3dgs_1-42,reduced3dgs,,,,,27.362,0.816,0.277,151.595,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,1-73,survey_reduced3dgs_1-73,reduced3dgs,,,,,26.955,0.838,0.228,194.613,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,1-100,survey_reduced3dgs_1-100,reduced3dgs,,,,,28.355,0.887,0.175,350.452,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,2-6,survey_reduced3dgs_2-6,reduced3dgs,,,,,27.657,0.866,0.178,358.461,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,2-8,survey_reduced3dgs_2-8,reduced3dgs,,,,,27.631,0.857,0.297,92.745,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,3-11,survey_reduced3dgs_3-11,reduced3dgs,,,,,27.381,0.829,0.237,211.414,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,4-10,survey_reduced3dgs_4-10,reduced3dgs,,,,,26.851,0.795,0.287,160.170,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,4-25,survey_reduced3dgs_4-25,reduced3dgs,,,,,27.461,0.920,0.124,576.099,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,5-6,survey_reduced3dgs_5-6,reduced3dgs,,,,,27.952,0.913,0.146,688.216,,,render_metrics,,3DGS compression survey table,allMothod,10.000
