group,scene,run_id,variant,iteration,lambda,feat_dim,mlp_quant,psnr,ssim,lpips,total_mb,anchors_trained,anchors_coded,metric_type,metric_value,notes,source
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,25.9321,0.8882,0.1722,9.9022,,370950,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,25.939057409763336,0.8870338965207338,0.17599129304289818,7.8927,,329639,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,25.9391,0.887,0.176,7.7319,,329639,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
gen_matrix,2-06,dcca_2-06_30k_32dim_l0004_base_s0,base (I2+I6) 30k 32dim seed42,30000,0.004,32,float32,27.6503,0.8630,0.1620,12.4151,,721850,render_metrics,,LYH gen-matrix 2026-09-07; bit_exact=true; sensitivity-start-iter 0,lyh_gen_matrix.sh
gen_matrix,2-06,dcca_2-06_30k_32dim_l0004_covfix_s0,fusion+coverage (covfix) 30k 32dim seed42,30000,0.004,32,float32,27.6574,0.8633,0.1613,12.4597,,722194,render_metrics,,fusion w/ spa-coverage-constraint cell0.05; vs base +0.007dB,lyh_gen_matrix.sh
gen_matrix,2-06,dcca_2-06_30k_32dim_l0002_base,base (I2+I6) 30k 32dim seed42,30000,0.002,32,float32,28.0911,0.8759,0.1449,16.4346,,,render_metrics,,bcd_queue2 2026-09-05; bit_exact=true,bcd_queue2.sh
gen_matrix,2-06,dcca_2-06_30k_32dim_l0002_fusion_s0,fusion (plain) 30k 32dim seed42,30000,0.002,32,float32,28.0561,0.8749,0.1456,16.2233,,,render_metrics,,fusion w/o coverage; vs base -0.035dB/-0.21MB; bit_exact=true,bcd_queue2.sh
gen_matrix,2-06,dcca_2-06_30k_32dim_l0005_base,base (I2+I6) 30k 32dim seed42,30000,0.0005,32,float32,28.3828,0.8822,0.1375,24.0831,,,render_metrics,,bcd_queue2; bit_exact=true,bcd_queue2.sh
gen_matrix,2-06,dcca_2-06_30k_32dim_l0005_fusion_s0,fusion (plain) 30k 32dim seed42,30000,0.0005,32,float32,28.4899,0.8853,0.1314,24.9744,,721292,render_metrics,,vs base +0.107dB/+0.89MB; bit_exact=true,lyh_gen_matrix.sh
gen_matrix,4-10,dcca_4-10_30k_32dim_l0004_base_s0,base (I2+I6) 30k 32dim seed42,30000,0.004,32,float32,28.2522,0.8343,0.2057,11.7018,,671497,render_metrics,,LYH gen-matrix 2026-09-07; bit_exact=true,lyh_gen_matrix.sh
gen_matrix,4-10,dcca_4-10_30k_32dim_l0004_covfix_s0,fusion+coverage (covfix) 30k 32dim seed42,30000,0.004,32,float32,28.3242,0.8375,0.2018,11.8242,,671570,render_metrics,,vs base +0.072dB/+0.12MB; no collapse (1-78 fix generalizes),lyh_gen_matrix.sh
gen_matrix,4-10,dcca_4-10_30k_32dim_l0002_base,base (I2+I6) 30k 32dim seed42,30000,0.002,32,float32,28.6951,0.8529,0.1802,15.7272,,,render_metrics,,bcd_queue2; bit_exact=true,bcd_queue2.sh
gen_matrix,4-10,dcca_4-10_30k_32dim_l0002_fusion_s0,fusion (plain) 30k 32dim seed42,30000,0.002,32,float32,28.7391,0.8534,0.1798,15.9056,,,render_metrics,,vs base +0.044dB/+0.18MB; bit_exact=true,bcd_queue2.sh
gen_matrix,4-10,dcca_4-10_30k_32dim_l0005_base,base (I2+I6) 30k 32dim seed42,30000,0.0005,32,float32,29.0064,0.8637,0.1656,22.8886,,,render_metrics,,bcd_queue2; bit_exact=true,bcd_queue2.sh
gen_matrix,4-10,dcca_4-10_30k_32dim_l0005_fusion_s0,fusion (plain) 30k 32dim seed42,30000,0.0005,32,float32,29.0592,0.8669,0.1598,23.4504,,671399,render_metrics,,vs base +0.053dB/+0.56MB; bit_exact=true,lyh_gen_matrix.sh
fusionfix,1-78,dcca_1-78_30k_32dim_l0004_fusionfix_s0,fusion ENGAGED w/ coverage 30k 32dim seed42,30000,0.004,32,float32,27.3081,0.8611,0.1825,11.9879,,807294,render_metrics,,post-audit engaged fusion (engaged=9); vs base 27.511 -0.203dB; no collapse,lyh_fusionfix_relaunch.sh
fusionfix,1-78,dcca_1-78_30k_32dim_l0005_fusionfix_s0,fusion ENGAGED w/ coverage 30k 32dim seed42,30000,0.0005,32,float32,28.0347,0.8795,0.1575,23.5930,,808079,render_metrics,,engaged=9; vs base 27.953 +0.082dB at same size; bit_exact=true,lyh_fusionfix_relaunch.sh
iter60k,1-78,dcca_1-78_60k_32dim_l0004_base_s0,base (I2+I6) 60k 32dim seed42,60000,0.004,32,float32,27.9492,0.8746,0.1729,12.5009,,829731,render_metrics,,60k study; vs 30k +0.44dB; dominates HAC++30k@0.004 on both axes (iter mismatch caveat),lyh_60k_queue.sh
iter60k,1-78,dcca_1-78_60k_32dim_l0002_base_s0,base (I2+I6) 60k 32dim seed42,60000,0.002,32,float32,28.3720,0.8852,0.1578,16.7145,,831598,render_metrics,,vs 30k +0.62dB; vs HAC++30k@0.002 +0.16dB at -9.6MB (iter mismatch caveat),lyh_60k_queue.sh
iter60k,1-78,dcca_1-78_60k_32dim_l0005_base_s0,base (I2+I6) 60k 32dim seed42,60000,0.0005,32,float32,28.1793,0.8834,0.1572,25.7846,,831019,render_metrics,,anomaly: dominated by own l0002 point; re-run candidate,lyh_60k_queue.sh
iter60k,1-78,dcca_1-78_60k_32dim_l0004_full_s0,fusion ENGAGED w/ coverage 60k 32dim seed42,60000,0.004,32,float32,27.9402,0.8741,0.1726,12.4474,,831740,render_metrics,,engaged=17; vs base -0.009dB parity,lyh_fusionfix_relaunch.sh
iter60k,1-78,dcca_1-78_60k_32dim_l0002_full_s0,fusion ENGAGED w/ coverage 60k 32dim seed42,60000,0.002,32,float32,28.1436,0.8812,0.1603,17.3822,,829170,render_metrics,,engaged=17; vs base -0.228dB/+0.67MB negative,lyh_fusionfix_relaunch.sh
iter60k,1-78,dcca_1-78_60k_32dim_l0005_full_s0,fusion ENGAGED w/ coverage 60k 32dim seed42,60000,0.0005,32,float32,28.0559,0.8811,0.1593,25.7443,,831567,render_metrics,,engaged=17; vs base -0.123dB,lyh_fusionfix_relaunch.sh
fusionfix,1-78,dcca_1-78_30k_32dim_l0002_fusionfix_s0,fusion ENGAGED w/ coverage 30k 32dim seed42,30000,0.002,32,float32,27.8517,0.8758,0.1651,15.3779,,809742,render_metrics,,engaged=9; vs base 27.750 +0.102dB at +0.33MB; bit_exact=true; disk-full relaunch,lyh_fusionfix_relaunch.sh
fusA,1-78,dcca_1-78_30k_32dim_l0004_fusA_s0,fusion fix-A (rotEMA+p99norm+xmul) 30k seed42,30000,0.004,32,float32,27.3707,0.8625,0.1837,11.7183,,820537,render_metrics,,engaged>89%; cov_p50 0.176 (was 0.000); vs base -0.14dB: GATE FAIL (>=27.461),lyh_fusionfix_relaunch.sh
fusA,1-78,dcca_1-78_30k_32dim_l0002_fusA_s0,fusion fix-A (rotEMA+p99norm+xmul) 30k seed42,30000,0.002,32,float32,27.8093,0.8733,0.1693,15.1498,,821433,render_metrics,,engaged>89%; cov_p50 0.137; vs base +0.059dB: gate pass by 0.009,lyh_fusionfix_relaunch.sh
ph0a,1-78,ph0a_base_r100_lam0002_s42,base r_post=1.0 (legacy control) 30k seed42,30000,0.002,32,float32,27.8622,0.8750,0.1662,15.2430,,808321,render_metrics,,base replica: vs base_s0 +0.11dB (F7 noise band); decisions>0 100% cycles,ph0 0a
ph0a,1-78,ph0a_base_r085_lam0002_s42,base r_post=0.85 30k seed42,30000,0.002,32,float32,27.7298,0.8718,0.1714,14.4526,,689044,render_metrics,,dose-response monotone; -0.13dB/-0.79MB vs r100,ph0 0a
ph0a,1-78,ph0a_base_r070_lam0002_s42,base r_post=0.70 30k seed42,30000,0.002,32,float32,27.6368,0.8699,0.1728,13.2900,,566543,render_metrics,,-0.09dB/-1.16MB vs r085; monotone,ph0 0a
ph0a,1-78,ph0a_base_r055_lam0002_s42,base r_post=0.55 30k seed42,30000,0.002,32,float32,27.2853,0.8612,0.1850,11.1014,,444491,render_metrics,,-0.35dB/-2.19MB vs r070; no cliff (<=0.5); regression ~0.18dB<=0.3; G0a PASS,ph0 0a
ph0c,1-78,ph0c_base_r085_lam0002_s42,base r_post=0.85 seed42 (dup of 0a r085 arm),30000,0.002,32,float32,27.7298,0.8718,0.1714,14.4526,,689044,render_metrics,,0c reference (0a arm reused),lyh_ph0c_wave.sh
ph0c,1-78,ph0c_base_r085_lam0004_s42,base r_post=0.85 seed42,30000,0.004,32,float32,26.9829,0.8541,0.1911,11.0835,,687213,render_metrics,,biting-budget base collapses -0.53dB vs legacy 27.511,lyh_ph0c_wave.sh
ph0c,1-78,ph0c_base_r085_lam0005_s42,base r_post=0.85 seed42,30000,0.0005,32,float32,27.5974,0.8706,0.1700,21.4410,,686684,render_metrics,,low-lambda anomaly (worse than 0.002 arm),lyh_ph0c_wave.sh
ph0c,1-78,ph0c_fusA_r085_lam0002_s42,fusion fix-A ENGAGED r_post=0.85 seed42,30000,0.002,32,float32,27.5560,0.8685,0.1733,14.5542,,688572,render_metrics,,vs base -0.174dB (mid-rate cost),lyh_ph0c_wave.sh
ph0c,1-78,ph0c_fusA_r085_lam0004_s42,fusion fix-A ENGAGED r_post=0.85 seed42,30000,0.004,32,float32,27.4258,0.8646,0.1800,11.2509,,686445,render_metrics,,vs base +0.443dB: coverage selection protects under biting budget; G0b mean=+0.100 at gate,lyh_ph0c_wave.sh
ph0c,1-78,ph0c_fusA_r085_lam0005_s42,fusion fix-A ENGAGED r_post=0.85 seed42,30000,0.0005,32,float32,27.6278,0.8704,0.1716,20.5943,,687181,render_metrics,,vs base +0.031dB/-0.85MB,lyh_ph0c_wave.sh
ph0c,1-78,ph0c_base_noreinit_r085_lam0002_s42,base r085 NO depth-reinit seed42 (ablation),30000,0.002,32,float32,27.5149,0.8681,0.1746,14.5916,,683672,render_metrics,,vs +reinit 27.730@14.453: -0.215dB at +0.14MB -> depth-reinit POSITIVE under biting budget (same-size trend),lyh ablation
ph0c,1-78,ph0c_base_r085_lam0004_s104,base r_post=0.85 seed104,30000,0.004,32,float32,27.2617,0.8613,0.1804,11.7290,,679827,render_metrics,,seed104 replication,ph0 final wave
ph0c,1-78,ph0c_base_r085_lam0005_s104,base r_post=0.85 seed104,30000,0.0005,32,float32,27.4487,0.8647,0.1737,20.9158,,679663,render_metrics,,seed104 replication,ph0 final wave
ph0c,1-78,ph0c_fusA_r085_lam0002_s104,fusion fix-A ENGAGED r085 seed104,30000,0.002,32,float32,27.5225,0.8670,0.1724,14.7530,,679990,render_metrics,,vs base_s104(noreinit avail? use s42 base) replication arm,ph0 final wave
ph0c,1-78,ph0c_fusA_r085_lam0004_s104,fusion fix-A ENGAGED r085 seed104,30000,0.004,32,float32,26.8869,0.8500,0.1948,11.4815,,677588,render_metrics,,vs base s104 +0.375dB lower than s42 pair,ph0 final wave
ph0c,1-78,ph0c_fusA_r085_lam0005_s104,fusion fix-A ENGAGED r085 seed104,30000,0.0005,32,float32,27.7561,0.8706,0.1698,20.8189,,679366,render_metrics,,vs base s104 +0.307dB,ph0 final wave
ph0d,1-78,ph0d_nocap_r085_lam0004_s42,UNCAPPED fusion w=0.5 nocap r085 seed42,30000,0.004,32,float32,27.4199,0.8644,0.1817,10.9470,,687512,render_metrics,,0d: uncapped does NOT collapse at biting budget (27.42; gamma 0.75 multiplicative),ph0 final wave
ph0d,1-78,ph0d_fusA_r085_lam0004_s42,fusA capped+constraint r085 lam0004 seed42,30000,0.004,32,float32,27.4493,0.8648,0.1805,11.2084,,686002,render_metrics,,0d reference arm 27.449 (parity with nocap at this gamma),ph0 final wave
void,1-78,ph1_A2_subv1_r085_lam0002_s42,"VOID: submodular never engaged (stale code, 154 API errors)",30000,0.002,32,float32,27.5762,0.8688,0.1736,14.6845,,687151,render_metrics,,actually a fusA r085 replica; excluded from G1,ph1 queue
void,1-78,ph1_A3_subv2_r085_lam0002_s42,VOID: submodular never engaged (stale code),30000,0.002,32,float32,27.8059,0.8741,0.1684,14.8033,,687069,render_metrics,,fusA replica; excluded from G1,ph1 queue
ph1v3,1-78,ph1v3_A2_cover_r085_lam0002_s42,submodular v1 cover @ r085 (box+lazy-greedy fixed),30000,0.002,32,float32,27.8058,0.8742,0.1677,14.4323,,688347,548963,render_metrics,",vs base r085 27.730@14.453: +0.076 dB same-size; submod_keep=kappa every cycle; provider_fail=0",ph1 v4b
ph1v3,1-78,ph1v3_A3_coversens_r085_lam0002_s42,submodular v2 sens-weighted @ r085,30000,0.002,32,float32,26.9848,0.8554,0.1875,14.4529,,687222,549176,render_metrics,",RELABELED 2026-09-19 (provenance audit): ckpt config diff proves submodular_sens_weighted=False and the mode string has no behavioral effect — this run is an A2-config RERUN (same-second launch, same code dir); 26.985 vs its A2 twin 27.806 (same seed/code) is a rerun outlier of the greedy arm at lam0002 (-0.82 dB same-config spread), NOT a sensitivity-weighting effect; see docs/03-reports/A3臂实现核查与来源调查_20260919.md",ph1 v4b
ph1v3,1-78,ph1v3_A2_cover_r085_lam0004_s42,submodular v1 cover @ r085,30000,0.004,32,float32,27.5038,0.8657,0.1803,11.0557,,688707,496937,render_metrics,",vs base 26.983@11.084: +0.521 dB same-size; vs fusA 27.426: +0.078 dB",ph1 wave2
ph1v3,1-78,ph1v3_A3_coversens_r085_lam0004_s42,submodular v2 sens-weighted @ r085,30000,0.004,32,float32,27.4173,0.8637,0.1820,11.0564,,687344,491675,render_metrics,",RELABELED 2026-09-19: sensitivity weighting never engaged (ckpt flag False) — treat as an A2 rerun: third same-config sample at lam0004 (27.504/27.417/27.405, tight); see A3 provenance report",ph1 wave2
ph1v3,1-78,ph1v3_A2_cover_r085_lam0005_s42,submodular v1 cover @ r085,30000,0.0005,32,float32,27.7186,0.8726,0.1692,20.5475,,708090,705759,render_metrics,",vs base 27.597@21.441: +0.122 dB at -0.89 MB; provider_fail=0",ph1 wave3
ph1v3,1-78,ph1v3_A3_coversens_r085_lam0005_s42,submodular v2 sens-weighted @ r085,30000,0.0005,32,float32,27.8411,0.8745,0.1676,20.5311,,707491,783383,render_metrics,",RELABELED 2026-09-19: sensitivity weighting never engaged (ckpt flag False) — A2 rerun; the lam0005 base here is the high-rate anomaly point, comparison unreliable anyway; see A3 provenance report",ph1 wave3
ph1v3,1-78,ph1v3_A2_cover_r085_lam0002_s104,submodular v1 cover @ r085 seed104,30000,0.002,32,float32,27.6452,0.8707,0.1688,14.8113,,690134,732133,render_metrics,",vs base r085: -0.085 dB at +0.36 MB; CONFOUND: provider_fail=23/145 cycles (neighbor jobs on GPU5) -> ~15% topk-fallback dilution; clean rerun queued",ph1 wave3
ph1v3,1-78,ph1v3_A2_cover_r085_lam0004_s104,submodular v1 cover @ r085 seed104,30000,0.004,32,float32,27.4046,0.8627,0.1812,11.2760,,692046,745024,render_metrics,",vs base: +0.422 dB at +1.7% size; provider_fail=18/143 (same dilution caveat)",ph1 wave3
bgproto,1-78,cproto_s104,BG feature codebook offline proto (K=256 q=0.9),30000,0.004,32,float32,25.1982,0.8290,,11.1848,,679827,529575,encode_decode,",OFF 11.729MB/27.262dB -> ON 11.185MB/25.198dB: -2.06 dB at -4.6% size; G-C FAIL on quality (size saving sufficient); payload 103KB; bg=53267 anchors (10.1%); byte_account bg_bits_share=12.7%",bg-codebook proto
jr2,1-78,r2_base_newcode_r085_lam0002_s42,base rerun on new code (double-slice fix baseline),30000,0.002,32,float32,27.6946,0.8685,0.1776,13.9042,,688347,533684,render_metrics,",vs old-code base 27.730@14.453: -0.035 dB at -0.55 MB — double-slice fix effect within noise; NEW reference for all jr2 gates",jr2 wave1
jr2,1-78,r2_R1_rate_r085_lam0002_s42,R1 rate discount tau=1.0,30000,0.002,32,float32,27.6594,0.8680,0.1790,13.6739,,688347,516504,render_metrics,",vs new base: -0.035 dB at -1.7% size — G-R1 FAIL (engaged: bits_med=162.4 tau=1.0, 69 cycles)",jr2 wave1
jr2,1-78,r2_R2_bitbud_r085_lam0002_s42,R2 bit budget,30000,0.002,32,float32,27.5820,0.8664,0.1798,13.6480,,688347,521642,render_metrics,",vs new base: -0.113 dB at -1.8% size — G-R2 FAIL (engaged: kappa->665146)",jr2 wave1
jr2,1-78,r2_SPB_base_r085_lam0002_s42,sens_per_bit supervision target,30000,0.002,32,float32,27.6122,0.8660,0.1806,14.0307,,688347,534312,render_metrics,",vs new base: -0.082 dB at +0.9% size — G-SPB FAIL (engaged log confirmed)",jr2 wave1
ph1v3,1-78,ph1v3_A2_cover_r085_lam0002_s104r,A2 @0.002 s104 clean rerun (new code),30000,0.002,32,float32,27.6764,0.8689,0.1750,14.4984,,688347,553491,render_metrics,",vs new base: -0.019 dB at +0.6 MB — G1 lam0002 two-seed ~0; no provider dilution this time (0 fails)",jr2 wave2
a1,1-78,a1_sensitivity_ph0c_s104,sensitivity ground-truth calibration (16 views, Niedermayr Eq3),30000,0.004,32,float32,,,,679827,,529575,offline_diag,"spearman vis-only: offset_energy +0.304, trained logits -0.30/-0.29/-0.22 (I6 supervision learned sensitivity ranking); density/aniso ~0; zero-rate 26% among seen; s_gt tail 4e-7..9e-6; old |r|<0.005 was Pearson on a heavy tail",A1 offline
bdrate,1-78,rd_submod_vs_hacpp_1-78,BD-rate pchip (log-rate vs PSNR, decoded fp32),30000,0.002,32,float32,,,,,,,fig_doc,"submod vs HAC++: -16.2% (extrapolated below HAC++ min PSNR); best-no-submod vs HAC++: +1.5% (extrapolated); submod vs best-no-submod: -25.7% (clean overlap 27.50-27.73); 60k ours vs HAC++ 30k: -42.9% (iteration mismatch); figure docs/figures/rd_submod_vs_hacpp_1-78.png",numer env
bacc,1-78,ph0c_base_r085_lam0005_s42#bacc,"byte-account coded set (anchor_byte_account.py, repo 3e095a7)",30000,0.0005,32,float32,,,,21.4410,686684,681228,offline_diag,1.248,"per-anchor bits mean ratio vs lam0002 (245.9 vs 197.1); median ratio 1.391 (276.1 vs 198.5); visible-in-16views mean ratio 1.517 (301.3 vs 198.6); per-anchor total 20.940 MB vs 13.877 = +7.06 MB = whole CSV delta (+6.99); field per-anchor ratio: offsets 1.529 feat 1.194 masks 1.284 scaling 1.106; field share offsets 21.0->25.7%; coded set +20.9% (681228 vs 563343) of which 174981 (25.7%) unseen by the 16 dump views (lam0002: 1.2%); implied global fields 0.501 vs 0.576 MB",offline wave4 2026-09-17
bacc,1-78,ph0a_base_r085_lam0002_s42#bacc,"byte-account coded set (anchor_byte_account.py, repo 3e095a7)",30000,0.002,32,float32,,,,14.4526,689044,563343,offline_diag,197.1,"per-anchor bits mean (reference for the bacc lam0005 row); decile bits/anchor 169-230; headline top5/10/20pct_area_bits_share 0.060/0.117/0.228; bg_bits_share 0.117",offline wave4 2026-09-17
a1,1-78,ph1v3_A2_cover_r085_lam0002_s42#a1,"sensitivity ground-truth replay 16 views (A2 cover ckpt)",30000,0.002,32,float32,,,,14.4323,688347,548963,offline_diag,-0.546,"spearman(s_gt, logit_l1); zero-rate among seen 0.2556; spearman s_gt vs offset_energy +0.608 vs logit0/1/2 -0.615/-0.594/-0.615; s_gt top10pct mass share 0.588 gini 0.702; rank(s_gt) vs rank(logit_l1) top-k Jaccard 0.030/0.063/0.130 @5/10/20pct — complexity-net ranking nearly disjoint from true-sensitivity ranking",offline wave4 2026-09-17
a1,1-78,ph1v3_A3_coversens_r085_lam0002_s42,sensitivity ground-truth replay 16 views (A3 cover_sens ckpt),30000,0.002,32,float32,,,,14.4529,687222,549176,offline_diag,-0.529,"spearman(s_gt, logit_l1); zero-rate 0.2526; s_gt vs offset_energy +0.604; s_gt top10pct mass share 0.571 gini 0.689 — final sensitivity terrain nearly identical to A2; selection difference is LAYOUT: trained-set position overlap 46.3%, coded-set co-coded 49.5% (Jaccard 0.881 on matched), ~47% of coded anchors at model-unique positions; A3-only picks NOT more sensitive than A2-only picks (median ratio vs co-coded 0.812 vs 0.825; mean 1.413 vs 1.544); PruneLog has keep counts only (no keep identity) so per-cycle keep overlap NOT computable",offline wave4 2026-09-17
jr2,1-78,ph1v3_A2_cover_r085_lam0005_s104,A2 cover @0.0005 seed104 (G1 loose-budget cell),30000,0.0005,32,float32,27.2804,0.8596,0.1837,20.1871,677068,675327,render_metrics,,"vs lam0005 base s42 27.597@21.441: -0.317 dB at -1.25 MB; vs same-seed base s104 27.449@20.916: -0.168 dB; G1 lam0005 pair s42 +0.122 / s104 -0.317 -> mean -0.098, loose-budget cell is NEGATIVE; provider_fail cumulative 9 over 143 submod cycles (~6%, far below the old s104 arm's 23/145 dilution)",jr2 wave2
jr2,1-78,r2_fusA_new_r085_lam0004_s42,fusA (fusion fix-A) on new code @0.004 seed42,30000,0.004,32,float32,27.3007,0.8588,0.1914,10.5436,686922,467903,render_metrics,,"vs old-code fusA 27.426@11.251: -0.125 dB at -0.71 MB (new-code effect + fusA); vs old-code base 26.983@11.084: +0.318 dB; new-code base @0.004 not yet run (queued I6off/postw arms share the gap)",jr2 wave2
jr2,1-78,r2_gate_B0_new_r055_lam0002_s42,r055 deep-prune control on new code,30000,0.002,32,float32,27.3163,0.8605,0.1873,11.2261,442701,418264,render_metrics,,"vs r085 new base 27.695@13.904: r085->r055 drop -0.378 dB; consistent with old-code r055 27.285@11.10; reference arm for G-GATE",jr2 wave2
jr2,1-78,r2_gate_B1_holdout_r055_lam0002_s42,holdout recovery gate @r055,30000,0.002,32,float32,27.3434,0.8603,0.1876,11.0858,443023,417799,render_metrics,,"vs B0 27.316@11.226: +0.027 dB at -0.14 MB; G-GATE (pre-registered: recover >=50% of the -0.378 dB drop, i.e. >=+0.22 dB, size <=+2%): recovered 7% -> NOT PASSED",jr2 wave2
jr2,1-78,r2_fisher_fusA_r085_lam0004_s42,fusA + Fisher second-order @0.004 seed42,30000,0.004,32,float32,27.3457,0.8593,0.1895,10.4931,684658,460260,render_metrics,,"vs fusA_new s42 27.301@10.544: +0.045 dB at -0.05 MB; G-F gate (pre-registered: two-seed mean >= +0.10 dB) — s42 delta +0.045 < +0.10; the +0.045 sits INSIDE the demonstrated dup-run noise floor (s104r duplicate rerun differed by 0.058 dB) -> indistinguishable from run noise at one seed; s104 determinism pair (fusA_new_s104 + fisher_s104) queued at total-queue tail: if both seeds land positive ~+0.04 keep fisher flag as undocumented option (paper body silent), if negative record and leave off; attempt1-2 failed at 17:12/00:34 (cause log lost to retry overwrite), attempt3 clean",jr2 wave2
jr2,1-78,r2_l0005_relax_r085_lam0005_s42,base r_post=1.0 relax (H1 fix arm) lam0005,30000,0.0005,32,float32,27.5621,0.8696,0.1732,23.0449,806564,792723,render_metrics,,"27.5621@23.0449 vs gate >=27.80@<=21.4 -> NOT PASSED (-0.238 dB, +1.64 MB); vs the anomalous base it was meant to fix (27.597@21.441): -0.035 dB at +1.60 MB — strictly dominated; coded anchors 792723 (+16% vs base 681228) bought no quality, confirming the byte-account reading that loose-lambda capacity buys view-blind anchors; H1 (kappa schedule too tight at loose lambda) NOT SUPPORTED, r_post relaxation is not a fix for B; training recovered via recover_relax_tail.sh after shm-full compress crash",jr2 wave4
jr2,1-78,r2_A3_delayed_r085_lam0002_s42,A3 cover_sens delayed sens-start 20000 (H2 arm) lam0002,30000,0.002,32,float32,27.5831,0.8669,0.1793,13.8102,687494,532940,render_metrics,,"27.5831@13.8102 vs gate >=27.60 -> NOT PASSED by 0.017 dB (below the 0.058 dB dup-run noise floor); vs the A3 collapse arm (26.985@14.453, sens-start 0): +0.598 dB at -0.64 MB — recovers 84% of the -0.745 dB collapse — CORRECTION 2026-09-19: the referenced A3 collapse arm is proven to be an A2-config rerun outlier (weighting never engaged), so the recovery framing is RETRACTED; this run is pure-coverage greedy + delayed sensitivity supervision on new code, with no valid same-code immediate twin; keep as descriptive record only (see A3 provenance report); vs new base (27.695@13.904): -0.111 dB at -0.09 MB; clean run, no retries",jr2 wave4
jr2,1-78,r2_B1_postw5000_r085_lam0002_s42,post_window 5000 (pattern-6 B1 sweep),30000,0.002,32,float32,27.7434,0.8702,0.1751,13.9224,,687983,,render_metrics,",vs postw2000 base 27.695@13.904: +0.048 dB at +0.02 MB — within 0.058 noise floor; post_window not a lever at lam0.002",jr2 wave3
jr2,1-78,r2_B1_postw10000_r085_lam0002_s42,post_window 10000 (pattern-6 B1 sweep),30000,0.002,32,float32,27.6604,0.8686,0.1766,13.8560,,685401,,render_metrics,",vs postw2000 base: -0.035 dB at -0.05 MB — longer biting hurts slightly; sweep flat within noise",jr2 wave3
jr2,1-78,r2_w010_fusA_r085_lam0004_s42,fusion sensitivity weight 0.10 (G-W),30000,0.004,32,float32,27.3489,0.8604,0.1886,10.6256,,686922,,render_metrics,",vs fusA_new w030 27.301@10.544: +0.048 dB at +0.08 MB — within noise; G-W no weight beats default",jr2 wave2
jr2,1-78,r2_w020_fusA_r085_lam0004_s42,fusion sensitivity weight 0.20 (G-W),30000,0.004,32,float32,27.0783,,,10.5252,,686922,,render_metrics,",vs fusA_new w030: -0.22 dB — anomalously low (multi-restart run); G-W verdict unchanged (no weight beats default)",jr2 wave2
jr2,1-78,r2_fusA_new_r085_lam0004_s104,fusA (fusion fix-A) on new code @0.004 seed104 (dual-seed confirmation),30000,0.004,32,float32,27.1936,0.8568,0.1895,11.0215,677896,492538,render_metrics,,"vs fusA_new s42 27.301@10.544: -0.11 dB at +0.48 MB (seed spread); vs matched-seed ph0c base s104 27.262@11.729: -0.07 dB at -0.71 MB — sign flips vs s42 (+0.32 vs ph0c base s42), i.e. fusion-on-new-code has no seed-robust gain; both seeds below legacy base 27.511; negative-replication consistent with settled fusion FAIL verdicts, no gate change",jr2 total-queue tail
jr2,1-78,r2_fisher_fusA_r085_lam0004_s104,fusA + Fisher second-order @0.004 seed104 (G-F dual-seed confirmation),30000,0.004,32,float32,26.7443,0.8472,0.1979,11.0045,678194,491396,render_metrics,,"vs same-seed fusA_new s104 27.194@11.0215: -0.45 dB at -0.02 MB — Fisher hurts at s104; vs fisher s42 (+0.045 vs its fusA pair): sign flips across seeds, two-seed mean -0.20 dB — G-F FAIL replicated, Fisher second-order not seed-robust and skews harmful; no gate change",jr2 total-queue tail
jr2,1-78,r2_I6off_new_r085_lam0002_s42,I6-off: sensitivity fully disabled (pattern-2 SOG control; rerun after first attempt lost compress to shm-full),30000,0.002,32,float32,27.6741,0.8695,0.1763,13.8404,685186,530058,render_metrics,,"vs new-code base 27.695@13.904: -0.021 dB at -0.06 MB — well inside 0.058 dB noise floor; disabling sensitivity costs nothing, so the sensitivity signal has no demonstrated RD value at this working point; completes the pattern-2 evidence chain (sens-start-0 collapse 26.985 < delayed 27.583 < off 27.674 ~ base 27.695)",jr2 total-queue tail
r3,1-78,r3_a2rr1_cover_r085_lam0002_s42,"A2 cover greedy same-config rerun #1 (noise study; code queue-260919=d34af30=bg-feat+fixes, provenance.txt written)",30000,0.002,32,float32,27.7065,0.8696,0.1765,13.8677,684911,524307,render_metrics,,"greedy engaged 151/154 cycles (3 provider fails, 0 fallbacks); vs same-code base r2_base_newcode 27.695@13.904: +0.011 dB at -0.04 MB = noise-level; exclusive-card rerun after the contaminated v1 attempt",r3 queue v2
